1|2|La Ligne verte|Frank Darabont|Paul Edgecomb, pensionnaire centenaire d'une maison de retraite, est hanté par ses souvenirs. Gardien-chef du pénitencier de Cold Mountain, en 1935, en Louisiane, il était chargé de veiller au bon déroulement des exécutions capitales au bloc E (la ligne verte) en s'efforçant d'adoucir les derniers moments des condamnés. Parmi eux se trouvait un colosse du nom de John Coffey, accusé du viol et du meurtre de deux fillettes.|2000|189|https://www.youtube.com/embed/mccs8Ql8m8o|0|https://fr.web.img4.acsta.net/medias/nmedia/18/66/15/78/19254683.jpg|https://ds1.static.rtbf.be/article/image/1920xAuto/2/2/6/3f80095cb5f1e631b500e69622e98098-1591268932.jpg|200|21|True|True
1|2|American Beauty|Sam Mendes|Les Burnham sont en apparence une famille parfaite, menant une petite vie tranquille dans une petite banlieue tranquille. Or, les apparences sont trompeuses et sous la surface les Burnham bouillonnent de frustrations et de désirs cachés. Quand Lester tombe amoureux d'une des amies de sa fille, le fragile équilibre se rompt et la famille implose.|2000|122|https://www.youtube.com/embed/FfWnZthD9Tw|0|https://fr.web.img5.acsta.net/pictures/17/10/16/09/11/4895035.jpg|https://cdn-elle.ladmedia.fr/var/plain_site/storage/images/loisirs/television/notre-film-culte-du-dimanche-soir-american-beauty-de-sam-mendes-3088321/64250158-1-fre-FR/Notre-film-culte-du-dimanche-soir-American-Beauty-de-Sam-Mendes.jpg|92|19|True|True
1|2|The Father|Florian Zeller|Anthony, 80 ans, refuse catégoriquement l'aide de sa fille Anne lorsqu'il commence à être atteint de démence. Alors qu'il s'efforce de comprendre sa situation changeante depuis son appartement londonien, il commence à douter des intentions de ses proches, de son esprit et, perd pied avec la réalité. Surviennent alors de nombreux bouleversements, entre le déménagement d'Anne pour Paris et l'arrivée de Laura, une jeune-aide soignante à domicile.|2021|98|https://www.youtube.com/embed/HVCs_ahGpls|0|https://www.cineart.be/images/resized/10059-600x0.jpg|https://imgsrc.cineserie.com/2021/05/the-father-living-room-lr-1-e1615799911572.jpeg?ver=1|106|25|True|True
1|4|Kaamelott - Premier Volet|Alexandre Astier| Dix ans après que Lancelot a pris le pouvoir. Il organise une chasse aux sorcières - aidés par des mercenaires saxons - pour retrouver Arthur et ses chevaliers, aujourd'hui, divisés et dispersés. Ce dernier, exilé jusqu'à son ancienne patrie, Rome, pour échapper à la folie de Lancelot se trouve dans la maison abandonnée de sa première femme Aconia. Souffrant sous le joug de Lancelot, le Royaume de Logres résiste et attend le retour de son héros.|2021|120|https://www.youtube.com/embed/j7RrsdP-WuM|0|https://fr.web.img3.acsta.net/pictures/21/06/29/12/45/0400641.jpg|https://www.leparisien.fr/resizer/n0rXe-o16DkWp87065NiO5llTSI=/932x582/cloudfront-eu-central-1.images.arcpublishing.com/leparisien/QAKAKKQRVVIBXN2D2QRPO344HA.jpg|7|19|True|True
1|2|Poulet Aux Prunes|Marjane Satrapi|Téhéran, 1958. Musicien célèbre et mélancolique, Nasser-Ali Khan a perdu le goût de vivre depuis que son précieux violon, au son inimitable, a été brisé au cours d'une querelle avec sa femme. Après une quête désespérée pour le remplacer, il décide de se mettre au lit pour attendre la mort. Entre rêveries et dialogues avec Azraël, l'ange de la mort, le musicien se plonge alors dans ses souvenirs de jeunesse, et une grande histoire d'amour qui n'a cessé de nourrir son inspiration...|2011|93|https://www.youtube.com/embed/RwRyHTjzh2c|0|https://images-na.ssl-images-amazon.com/images/S/pv-target-images/54ed47d574e694749354209a71b1ac5efa9506e24f979108a5df8634aa62a30e._RI_V_TTW_.jpg|https://www.critikat.com/wp-content/uploads/fly-images/44396/arton5014-1450x800-c.jpg|31|13|True|True
1|2|Love Actually|Richard Curtis|En cette veille de Noël, l'amour est partout, mais souvent imprévisible. Pour le nouveau Premier ministre britannique, il va prendre la forme d'une jeune collaboratrice. Pour l'écrivain au coeur brisé, il surgira d'un lac. Pour le témoin de mariage de son meilleur ami, pour ce veuf et son beau-fils, pour cette jeune femme qui adore son collègue, l'amour est l'enjeu, le but, mais aussi la source d'innombrables complications.|2003|123|https://www.youtube.com/embed/WRuniZ3p034|0|https://fr.web.img6.acsta.net/medias/nmedia/18/35/15/06/18364463.jpg|https://fr.web.img6.acsta.net/medias/nmedia/18/35/15/06/18364463.jpg|115|17|True|True
1|5|Fast & Furious|Rob Cohen|La nuit tombée, Dominic Toretto règne sur les rues de Los Angeles à la tête d'une équipe de fidèles qui partagent son goût du risque, sa passion de la vitesse et son culte des voitures de sport lancées à plus de 250 km/h dans des rodéos urbains d'une rare violence. Ses journées sont consacrées à bricoler et à relooker des modèles haut de gamme, à les rendre toujours plus performants et plus voyants, et à organiser des joutes illicites.|2001|87|https://www.youtube.com/embed/2TAOizOnNPo|0|https://m.media-amazon.com/images/I/71qtDoM-rcL._AC_SY879_.jpg|https://fr.web.img2.acsta.net/newsv7/20/10/20/10/35/5113070.jpg|120|11|True|True
1|2|Old Boy|Park Chan-Wook|Fin des années 80, Oh Dae-Soo, père de famille sans histoire, est enlevé un jour sans raison. Séquestré pendant des années dans une cellule, son seul lien avec l'extérieur est une télévision par laquelle il apprend le meurtre de sa femme, dont il est le principal suspect. Au désespoir succède alors la rage intérieure vengeresse qui lui permet de survivre. Il est relâché, toujours sans explication, après 15 ans.\blabla|2004|120|https://www.youtube.com/embed/2HkjrJ6IK5E|0|https://fr.web.img5.acsta.net/medias/nmedia/18/35/24/25/18383433.jpg|https://medias.spotern.com/spots/w640/9/9015-1532336916.jpg|31|19|True|True
1|5|Interstellar|Christopher Nolan|Dans un proche futur, la Terre est devenue hostile pour l'homme. Les tempêtes de sable sont fréquentes et il n'y a plus que le maïs qui peut être cultivé, en raison d'un sol trop aride. Cooper est un pilote, recyclé en agriculteur, qui vit avec son fils et sa fille dans la ferme familiale. Lorsqu'une force qu'il ne peut expliquer lui indique les coordonnées d'une division secrète de la NASA, il est alors embarqué dans une expédition pour sauver l'humanité.|2014|169|https://www.youtube.com/embed/HsPP6xSzQoE&ab_channel=WarnerBros.France|0|https://fr.web.img6.acsta.net/pictures/14/09/24/12/08/158828.jpg|https://www.premiere.fr/sites/default/files/styles/scale_crop_1280x720/public/2018-04/Oscars-2015-Interstellar-remporte-l-Oscar-des-Meilleurs-effets-visuels.png|101|31|True|True
1|2|Jaws|Spielberg|À quelques jours du début de la saison estivale, les habitants de la petite station balnéaire d'Amity sont en émoi face à la découverte, sur le littoral, du corps atrocement mutilé d'une jeune vacancière. Pour Martin Brody, le chef de la police, il ne fait aucun doute que la jeune fille a été victime d'un requin. Il décide alors d'interdire l'accès des plages mais se heurte à l'hostilité du maire, uniquement intéressé par l'afflux des touristes.|1989|99|https://www.youtube.com/embed/U1fu_sA7XhE|0|https://m.media-amazon.com/images/I/71eMMDtyi8L._AC_SY679_.jpg|https://m.media-amazon.com/images/I/71eMMDtyi8L._AC_SY679_.jpg|5|19|Ture|True
1|3|Star Wars : The Force Awakens|J.J. Abrams|Plus de 30 ans après la bataille d'Endor, la galaxie n'en a pas fini avec la tyrannie et l'oppression. Les membres de l'Alliance rebelle, devenus la Résistance, combattent les vestiges de l'Empire réunis sous la bannière du Premier Ordre. Un mystérieux guerrier, Kylo Ren, semble vouer un culte à Dark Vador. Au même moment, une jeune femme nommée Rey, pilleuse d'épaves sur la planète désertique Jakku, va faire la rencontre de Finn, un Stormtrooper en fuite.|2018|115|https://www.youtube.com/embed/sGbxmsDFVnE|0|https://media.s-bol.com/YE6oJ5DPl5GO/550x810.jpg|https://media.s-bol.com/YE6oJ5DPl5GO/550x810.jpg|16|16.99|True|True
2|3|Friends|David Crane|Monica Geller, une jeune cuisinière d'environ 25 ans, vit dans un appartement situé à Manhattan, dans Greenwich Village. Un jour, son amie d'enfance, Rachel Green, qu'elle n'avait plus vue depuis des années, lui rend visite après avoir quitté son fiancé à l'autel le jour de leur mariage. Rachel devient alors la nouvelle colocataire de Monica et s’intègre sans problème à son groupe d'amis, composé de Phoebe Buffay (l'ancienne colocataire de Monica), Ross Geller (le frère de Monica, qui est secrètement amoureux de Rachel depuis le lycée), Chandler Bing (qui est le meilleur ami de Ross depuis l'université) et Joey Tribbiani (le colocataire actuel de Chandler). Ces deux derniers vivent dans l'appartement juste en face de celui de Monica, sur le même palier. La série raconte la vie quotidienne de ces six amis, ainsi que l'évolution de leur vie professionnelle et affective pendant dix ans.|1994|25|https://www.youtube.com/embed/hDNNmeeJs1Q|6|https://img.betaseries.com/_jeGfZJkMiztGYrgxCHPtih0P5I=/600x900/smart/https%3A%2F%2Fpictures.betaseries.com%2Ffonds%2Fposter%2Fb2876f3f93a6534bf77f064ba8983a39.jpg|https://img.betaseries.com/_jeGfZJkMiztGYrgxCHPtih0P5I=/600x900/smart/https%3A%2F%2Fpictures.betaseries.com%2Ffonds%2Fposter%2Fb2876f3f93a6534bf77f064ba8983a39.jpg|16|17.99|True|True
1|3|Back to the Future|Robert Zemeckis|Le jeune Marty McFly mène une existence anonyme, auprès de sa petite amie Jennifer, seulement troublée par sa famille en crise et un proviseur qui serait ravi de l'expulser du lycée. Ami de l'excentrique professeur Emmett Brown, il l'accompagne tester sa nouvelle expérience : le voyage dans le temps via une DeLorean modifiée. La démonstration tourne mal : des trafiquants d'armes débarquent et assassinent le scientifique.|1984|115|https://www.youtube.com/embed/qvsgGtivCgs|0|https://static.posters.cz/image/350/affiches-et-posters/back-to-the-future-i2795.jpg|https://static.posters.cz/image/350/affiches-et-posters/back-to-the-future-i2795.jpg|16|16.99|True|True
2|3|Game of Thrones|Mark Huffman|Sur le continent de Westeros, le roi Robert Baratheon gouverne le Royaume des Sept Couronnes depuis plus de dix-sept ans, à la suite de la rébellion qu'il a menée contre le « roi fou » Aerys II Targaryen. Jon Arryn, époux de la sœur de Lady Catelyn Stark, Lady Arryn, son guide et principal conseiller, vient de s'éteindre, et le roi part alors dans le nord du royaume demander à son vieil ami Eddard « Ned » Stark de remplacer leur regretté mentor au poste de Main du roi. Ned, seigneur suzerain du nord depuis Winterfell et de la maison Stark, est peu désireux de quitter ses terres. Mais il accepte à contre-cœur de partir pour la capitale Port-Réal avec ses deux filles, Sansa et Arya. Juste avant leur départ pour le sud, Bran, l'un des jeunes fils d'Eddard, est poussé de l'une des tours de Winterfell après avoir été témoin de la liaison incestueuse entre la reine Cersei Baratheon et son frère jumeau, Jaime Lannister. Leur frère, Tyrion Lannister, surnommé « le gnome », est alors accusé du crime par Lady Catelyn Stark. Au nord-ouest de Westeros, le jeune bâtard de Ned Stark, Jon Snow, se prépare à intégrer la fameuse Garde de nuit. Depuis plus de 8 000 ans, cette confrérie protège et défend le royaume de Westeros de ce qui vit de l'autre côté du Mur, un gigantesque édifice fait de glace, de pierre et de magie, formant la frontière septentrionale entre les contrées glacées du nord et les Sept Couronnes. Si les Sauvageons ne sont en réalité pas la vraie menace directe, le retour d'une race d'anciennes créatures mythiques et légendaires appelée les Marcheurs blancs est en revanche beaucoup plus inquiétant. Sur le continent d'Essos, au sud-est au-delà du Détroit, l'héritier « légitime » en exil des Sept Couronnes, Viserys Targaryen, se prépare à reconquérir le royaume. Prêt à tout, il marie sa jeune sœur, la princesse Daenerys Targaryen, à Khal Drogo, seigneur de guerre des Dothrakis, afin d'obtenir le soutien de la puissante horde de cavaliers nomades qu'il dirige. Mais le lunatique Viserys va hériter du même sort que celui de ses parents, laissant à Daenerys le projet de recouvrer sa place sur le Trône de fer, aidée en cela par ses trois dragons.|2013|55|https://www.youtube.com/embed/KPLWWIOCOOQ|6|https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ-tLgIt3dwgSlbWGnWFdzCiNuxifSvpJCCTk8dsODbSHuiRsu5|https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ-tLgIt3dwgSlbWGnWFdzCiNuxifSvpJCCTk8dsODbSHuiRsu5|16|17.99|True|True
2|3|Breaking Bad|Mark Johnson|Walter « Walt » White est professeur de chimie dans un lycée, et vit avec son fils handicapé moteur et sa femme enceinte à Albuquerque, au Nouveau-Mexique. Le lendemain de son cinquantième anniversaire, on lui diagnostique un cancer du poumon en phase terminale avec une espérance de vie estimée à deux ans. Tout s'effondre pour lui ! Il décide alors de mettre en place un laboratoire et un trafic de méthamphétamine pour assurer un avenir financier confortable à sa famille après sa mort, en s'associant à Jesse Pinkman, un de ses anciens élèves devenu petit trafiquant.|2014|55|https://www.youtube.com/embed/HhesaQXLuRY|2|https://fr.web.img3.acsta.net/c_310_420/pictures/19/06/18/12/11/3956503.jpg|https://fr.web.img3.acsta.net/c_310_420/pictures/19/06/18/12/11/3956503.jpg|16|16.99|True|True
2|3|How I met Your Mother|Jamie Rhonheimer|La série débute en 2030, lorsque Ted Mosby raconte à ses deux enfants comment il a rencontré leur mère. Il se remémore ses jeunes années, et le pilote fait place aux souvenirs de Ted en 2005, où il apprend que son meilleur ami Marshall Eriksen va demander à Lily Aldrin de l’épouser. Ted se demande quand il rencontrera sa future épouse. C’est alors qu’il rencontre Robin Scherbatsky lors de sa dernière sortie au bar où il a l’habitude d’aller, le MacLaren's Pub, où un de ses amis, Barney Stinson, l’aide à faire des rencontres. Et c'est ainsi que commence l'incroyable et très longue histoire de Ted, jusqu'à sa rencontre avec la fameuse mère de ses enfants.|2009|23|https://www.youtube.com/embed/C8-4jMTOUJI|4|https://fr.web.img5.acsta.net/medias/nmedia/18/74/38/63/20215058.jpg|https://fr.web.img5.acsta.net/medias/nmedia/18/74/38/63/20215058.jpg|26|16.99|True|True
1|3|Back to the Future|Robert Zemeckis|Le jeune Marty McFly mène une existence anonyme, auprès de sa petite amie Jennifer, seulement troublée par sa famille en crise et un proviseur qui serait ravi de l'expulser du lycée. Ami de l'excentrique professeur Emmett Brown, il l'accompagne tester sa nouvelle expérience : le voyage dans le temps via une DeLorean modifiée. La démonstration tourne mal : des trafiquants d'armes débarquent et assassinent le scientifique.|1984|115|https://www.youtube.com/embed/qvsgGtivCgs|0|https://static.posters.cz/image/350/affiches-et-posters/back-to-the-future-i2795.jpg|https://static.posters.cz/image/350/affiches-et-posters/back-to-the-future-i2795.jpg|16|16.99|True|True